	PD_whole_tree	chao1	observed_otus
10317.000023380	24.00997	514.277777778	299.0
10317.000017101	35.43991	780.033898305	466.0
10317.000036085	25.18106	594.170731707	336.0
10317.000030742	30.99145	629.7	391.0
10317.000026094	35.67929	778.72972973	485.0
10317.000036084	25.51477	516.014492754	375.0
10317.000026106	27.02288	534.258064516	384.0
10317.000017395	24.91122	519.666666667	363.0
10317.000026138	24.27676	486.0	303.0
10317.000023385	26.35395	563.125	337.0
10317.000017094	30.97444	674.5	412.0
10317.000026135	31.86615	629.842105263	415.0
10317.000036412	28.07787	501.888888889	349.0
10317.000026130	23.42266	552.15	336.0
10317.000026132	25.92511	511.14084507	378.0
10317.000017076	25.68825	516.56	341.0
10317.000017393	29.26061	501.714285714	341.0
10317.000023383	26.79268	424.058823529	317.0
10317.000026098	29.42464	553.915492958	377.0
10317.000030738	34.34195	596.444444444	392.0
10317.000017090	31.73171	576.082191781	423.0
10317.000036430	27.2104	439.109589041	338.0
10317.000017073	25.78589	463.944444444	325.0
10317.000026096	33.05957	690.958333333	452.0
10317.000036071	23.57351	535.357142857	320.0
10317.000036919	28.50104	600.220338983	390.0
10317.000017108	18.86171	309.146341463	220.0
10317.000036105	28.52912	499.229508197	342.0
10317.000026123	25.35258	469.162162162	292.0
10317.000017082	26.4794	563.25	369.0
10317.000026102	23.09049	474.568181818	315.0
10317.000017096	16.09455	361.25	183.0
10317.000026108	22.74769	566.46875	288.0
10317.000017112	15.40358	332.333333333	184.0
10317.000036920	21.40476	407.447368421	261.0
10317.000036400	26.2551	526.565217391	327.0
10317.000030764	29.96705	727.7	377.0
10317.000030741	27.46468	558.776119403	376.0
10317.000036102	32.20992	615.196721311	417.0
10317.000026103	18.68261	307.357142857	234.0
10317.000026109	27.20544	558.725806452	388.0
10317.000026113	23.77405	495.935483871	339.0
10317.000017360	27.09233	606.6	336.0
10317.000026139	26.82375	580.130434783	416.0
10317.000026125	23.63271	573.763157895	325.0
10317.000036109	21.10823	479.277777778	264.0
10317.000017110	26.13963	531.622641509	366.0
10317.000017103	22.66909	493.034482759	267.0
10317.000026105	16.37517	374.5	220.0
10317.000017099	26.34662	493.789473684	360.0
10317.000023392	22.27803	470.447368421	273.0
10317.000036416	20.76874	443.073170732	266.0
10317.000026126	24.96148	487.826086957	297.0
10317.000026143	13.65772	270.833333333	148.0
10317.000017118	24.05356	514.5	347.0
10317.000036933	17.94895	390.090909091	249.0
10317.000026142	23.01545	421.571428571	284.0
10317.000017097	23.86451	513.666666667	331.0
10317.000017105	15.89399	348.714285714	161.0
10317.000023378	22.68398	426.042553191	289.0
10317.000030779	31.34923	655.967741935	427.0
10317.000023379	18.30111	410.081081081	251.0
