	PD_whole_tree	chao1	observed_otus
10317.000030774	33.2074	603.515151515	401.0
10317.000036932	24.85852	513.652173913	356.0
10317.000017080	29.30729	624.113207547	396.0
10317.000023387	18.61256	443.823529412	261.0
10317.000036076	25.05558	493.448979592	317.0
10317.000036395	22.33954	495.568181818	305.0
10317.000026110	24.04975	561.684210526	355.0
10317.000026104	28.13132	500.518518519	397.0
10317.000030751	25.52823	447.716981132	313.0
10317.000030747	34.85642	662.961538462	461.0
10317.000036406	15.49629	291.652173913	171.0
10317.000036418	25.95237	638.27027027	360.0
10317.000023381	22.135	462.181818182	319.0
10317.000036425	17.54476	307.035714286	197.0
10317.000036104	33.27586	708.04	486.0
10317.000026111	22.97194	339.446808511	258.0
10317.000036928	30.78466	558.3	412.0
10317.000017104	23.21284	505.142857143	326.0
10317.000017109	29.255	574.5	382.0
10317.000030745	30.65579	866.976744186	418.0
10317.000023388	24.16655	588.775	349.0
10317.000026101	15.06189	302.965517241	194.0
10317.000036399	18.04834	412.676470588	249.0
10317.000017074	22.80768	461.25	325.0
10317.000030740	23.62493	417.5	275.0
10317.000023391	24.40668	518.170212766	337.0
10317.000017098	31.91229	637.987341772	454.0
10317.000036070	26.58944	595.842105263	381.0
10317.000036934	19.14675	381.676470588	239.0
10317.000036113	27.56824	735.071428571	389.0
10317.000023382	30.74601	677.828125	409.0
10317.000036101	24.525	514.6	355.0
10317.000017089	26.65836	545.846153846	383.0
10317.000036111	33.76435	850.015873016	495.0
10317.000026128	37.22178	793.029411765	512.0
10317.000036925	27.32992	536.042253521	399.0
10317.000036417	24.45614	592.557692308	351.0
10317.000036103	33.48859	604.418918919	426.0
10317.000017086	25.20262	454.178571429	333.0
10317.000023380	25.12391	477.0	302.0
10317.000017101	35.42392	689.947368421	466.0
10317.000036085	25.55712	595.294117647	349.0
10317.000030742	31.46881	571.857142857	388.0
10317.000026094	34.74835	705.263157895	464.0
10317.000036084	26.08667	530.042253521	383.0
10317.000026106	27.26694	510.044117647	379.0
10317.000017395	25.39509	557.0	370.0
10317.000026138	24.08298	423.0	293.0
10317.000023385	26.74782	486.166666667	338.0
10317.000017094	31.41277	634.118644068	402.0
10317.000026135	32.03224	601.690140845	427.0
10317.000036412	27.32571	518.807692308	350.0
10317.000026130	24.10715	574.108695652	344.0
10317.000026132	26.37727	510.144927536	381.0
10317.000017076	25.36201	494.660377358	334.0
10317.000017393	28.50165	486.630434783	334.0
10317.000023383	26.55986	417.056603774	316.0
10317.000026098	27.86902	703.069767442	369.0
10317.000030738	33.76118	723.195652174	396.0
10317.000017090	30.55535	556.296296296	422.0
10317.000036430	27.09903	493.125	334.0
10317.000017073	27.1318	512.47826087	333.0
10317.000026096	32.34839	746.344262295	452.0
10317.000036071	23.31739	539.318181818	315.0
10317.000036919	29.38069	599.161764706	405.0
10317.000017108	18.55097	370.588235294	225.0
10317.000036105	27.28214	537.766666667	354.0
10317.000026123	24.22421	457.21875	280.0
10317.000017082	26.68892	547.018518519	359.0
10317.000026102	22.16107	453.357142857	308.0
10317.000017096	15.86022	258.166666667	179.0
10317.000026108	23.49657	493.066666667	298.0
10317.000017112	15.90409	359.130434783	185.0
10317.000036920	20.95262	346.125	257.0
10317.000036400	24.74016	517.319148936	322.0
10317.000030764	29.27401	535.157894737	362.0
10317.000030741	27.19191	574.716666667	368.0
10317.000036102	32.20007	740.459016393	443.0
10317.000026103	18.37743	305.0	228.0
10317.000026109	27.90606	565.6	381.0
10317.000026113	23.82065	506.362068966	341.0
10317.000017360	26.76335	622.386363636	326.0
10317.000026139	28.92067	656.794117647	438.0
10317.000026125	22.91678	426.166666667	315.0
10317.000036109	19.51183	393.468085106	254.0
10317.000017110	26.63371	596.06122449	368.0
10317.000017103	22.38505	376.111111111	275.0
10317.000026105	17.62578	323.30952381	217.0
10317.000017099	25.27292	458.047619048	354.0
10317.000023392	22.06108	463.024390244	283.0
10317.000036416	21.50926	437.651162791	266.0
10317.000026126	24.64233	528.279069767	302.0
10317.000026143	13.19123	277.772727273	155.0
10317.000017118	25.21645	530.0	356.0
10317.000036933	17.22055	312.765957447	235.0
10317.000026142	24.14191	476.024390244	296.0
10317.000017097	22.65695	516.5	317.0
10317.000017105	15.96349	326.25	162.0
10317.000023378	22.6465	393.3	282.0
10317.000030779	30.39389	633.0	421.0
10317.000023379	17.20252	360.5	243.0
