	PD_whole_tree	chao1	observed_otus
10317.000030744	24.21536	514.645833333	329.0
10317.000017079	23.12254	418.222222222	285.0
10317.000036097	23.03111	507.0	298.0
10317.000036947	24.7811	564.8	336.0
10317.000036926	28.73427	685.632653061	389.0
10317.000030743	26.46262	613.693548387	382.0
10317.000026127	27.70095	662.685185185	406.0
10317.000017111	20.75357	333.084745763	274.0
10317.000017088	28.04039	669.807692308	387.0
10317.000026122	21.22302	430.42	290.0
10317.000036082	26.55963	514.047619048	364.0
10317.000017114	19.06625	389.433333333	231.0
10317.000036078	25.8594	558.9	326.0
10317.000026114	24.28593	684.0	361.0
10317.000030739	22.42438	492.333333333	323.0
10317.000030746	30.31449	631.25	440.0
10317.000036423	22.01843	446.960784314	295.0
10317.000026141	30.34717	639.428571429	399.0
10317.000036081	28.22036	500.637931034	347.0
10317.000036083	29.59138	553.631578947	378.0
10317.000036941	33.26518	732.862068966	452.0
10317.000023386	34.89733	645.188405797	437.0
10317.000036072	29.92213	669.722222222	391.0
10317.000036106	19.78647	487.0	227.0
10317.000026107	38.64802	678.011111111	501.0
10317.000030757	29.66594	641.693548387	410.0
10317.000017117	13.17899	211.730769231	139.0
10317.000017075	25.21149	450.5625	339.0
10317.000017116	24.87997	522.75	366.0
10317.000036110	27.96052	592.918032787	387.0
10317.000026140	24.19023	477.451612903	338.0
10317.000036429	35.42277	753.88	517.0
10317.000036068	26.90914	594.52	374.0
10317.000017071	25.81012	452.566037736	311.0
10317.000036108	26.89146	629.49122807	395.0
10317.000036100	17.665	382.162162162	226.0
10317.000030771	17.21353	306.0	198.0
10317.000017093	23.07706	408.583333333	297.0
10317.000030774	31.83167	526.0	387.0
10317.000036932	24.47802	557.418181818	346.0
10317.000017080	30.09221	648.246153846	422.0
10317.000023387	19.97657	412.529411765	284.0
10317.000036076	23.85615	457.392857143	319.0
10317.000036395	22.69812	568.571428571	320.0
10317.000026110	23.81268	555.62	341.0
10317.000026104	27.53901	501.590361446	399.0
10317.000030751	25.06607	456.566037736	315.0
10317.000030747	34.61003	797.967741935	464.0
10317.000036406	15.79554	284.772727273	175.0
10317.000036418	25.66029	577.071428571	352.0
10317.000023381	22.01789	510.133333333	318.0
10317.000036425	17.49113	305.035714286	195.0
10317.000036104	33.77326	751.050847458	478.0
10317.000026111	23.80273	357.0	266.0
10317.000036928	30.7996	560.779661017	412.0
10317.000017104	23.40972	532.23255814	325.0
10317.000017109	29.74261	640.518518519	393.0
10317.000030745	30.64119	693.444444444	405.0
10317.000023388	25.30111	505.773584906	350.0
10317.000026101	15.75124	337.454545455	205.0
10317.000036399	20.15329	383.0	253.0
10317.000017074	23.81367	540.738095238	338.0
10317.000030740	23.07722	422.15	275.0
10317.000023391	23.88972	532.294117647	336.0
10317.000017098	30.75047	614.888888889	436.0
10317.000036070	26.96465	574.444444444	385.0
10317.000036934	19.27499	332.41025641	232.0
10317.000036113	27.73386	661.042553191	387.0
10317.000023382	28.81453	620.542857143	408.0
10317.000036101	26.51148	587.037735849	379.0
10317.000017089	26.42891	545.114754098	381.0
10317.000036111	33.29211	821.666666667	477.0
10317.000026128	36.74834	722.784810127	505.0
10317.000036925	28.18952	565.388888889	406.0
10317.000036417	23.88182	531.666666667	341.0
10317.000036103	34.14254	730.625	457.0
10317.000017086	25.53614	470.418181818	334.0
10317.000023380	25.17528	721.857142857	312.0
10317.000017101	35.9384	748.047619048	472.0
10317.000036085	25.98289	533.428571429	347.0
10317.000030742	31.75279	760.238095238	406.0
10317.000026094	35.82188	842.655737705	476.0
10317.000036084	25.61381	567.75	379.0
10317.000026106	27.31351	595.294117647	382.0
10317.000017395	25.16441	504.086956522	359.0
10317.000026138	23.6769	439.567567568	292.0
10317.000023385	26.01783	517.142857143	338.0
10317.000017094	30.9121	608.873015873	412.0
10317.000026135	31.86878	586.929577465	421.0
10317.000036412	27.08048	494.568181818	335.0
10317.000026130	24.24012	570.926829268	337.0
10317.000026132	26.51403	558.631578947	378.0
10317.000017076	26.57559	568.192307692	359.0
10317.000017393	29.14961	486.472727273	341.0
10317.000023383	26.82583	429.105263158	322.0
10317.000026098	27.96634	595.777777778	369.0
10317.000030738	33.40862	636.553571429	392.0
10317.000017090	31.25378	576.388888889	417.0
10317.000036430	27.62096	578.0	350.0
10317.000017073	26.20005	571.813953488	339.0
10317.000026096	31.55741	729.892857143	439.0
10317.000036071	22.76705	508.568181818	318.0
10317.000036919	29.3172	546.08	403.0
10317.000017108	18.60012	293.073170732	216.0
10317.000036105	27.97936	489.5625	344.0
10317.000026123	23.48262	381.275	272.0
10317.000017082	27.10668	591.779661017	368.0
10317.000026102	21.89008	452.976744186	311.0
10317.000017096	16.46144	339.652173913	177.0
10317.000026108	22.03849	405.022222222	279.0
10317.000017112	15.68974	379.043478261	189.0
10317.000036920	21.25895	384.263157895	254.0
10317.000036400	25.58381	527.8125	328.0
10317.000030764	28.85924	608.590909091	358.0
10317.000030741	26.76731	588.615384615	365.0
10317.000036102	32.96127	726.65625	452.0
10317.000026103	18.59842	305.025641026	230.0
10317.000026109	27.67359	554.3	401.0
10317.000026113	23.15067	502.660377358	332.0
10317.000017360	27.9086	624.722222222	346.0
10317.000026139	27.647	589.690140845	415.0
10317.000026125	22.66975	493.0	318.0
10317.000036109	21.22523	560.161290323	277.0
10317.000017110	25.45164	512.491803279	362.0
10317.000017103	23.29237	427.352941176	292.0
10317.000026105	16.02604	321.176470588	206.0
10317.000017099	25.40287	458.192307692	345.0
10317.000023392	23.17103	508.348837209	298.0
10317.000036416	20.37675	412.4	257.0
10317.000026126	26.35132	519.565217391	305.0
10317.000026143	13.55822	283.136363636	157.0
10317.000017118	24.46349	550.25	355.0
10317.000036933	17.5584	394.529411765	246.0
10317.000026142	23.78451	448.11627907	293.0
10317.000017097	23.86899	566.170731707	322.0
10317.000017105	15.45553	295.5	148.0
10317.000023378	22.98383	436.818181818	293.0
10317.000030779	30.88925	611.904761905	420.0
10317.000023379	18.05727	335.022727273	244.0
