	PD_whole_tree	chao1	observed_otus
10317.000017089	25.78975	584.520833333	373.0
10317.000036111	32.4993	757.368421053	462.0
10317.000026128	37.10388	712.75862069	515.0
10317.000036925	27.76716	560.661764706	405.0
10317.000036417	24.1204	539.103448276	349.0
10317.000036103	34.66929	765.014925373	459.0
10317.000017086	25.1757	439.0	328.0
10317.000023380	25.83051	526.166666667	314.0
10317.000017101	34.51375	682.470588235	456.0
10317.000036085	25.69273	555.654545455	347.0
10317.000030742	31.35769	664.679245283	400.0
10317.000026094	34.50907	650.0	475.0
10317.000036084	26.31579	615.381818182	387.0
10317.000026106	27.85222	561.378787879	401.0
10317.000017395	25.78812	588.147540984	377.0
10317.000026138	24.34957	529.090909091	298.0
10317.000023385	26.85066	537.529411765	344.0
10317.000017094	30.6538	675.5	416.0
10317.000026135	31.4478	574.671875	407.0
10317.000036412	26.78488	478.222222222	337.0
10317.000026130	24.62162	555.020408163	339.0
10317.000026132	26.25614	521.328125	380.0
10317.000017076	25.57343	476.964912281	341.0
10317.000017393	28.27628	462.269230769	334.0
10317.000023383	26.72209	539.676470588	319.0
10317.000026098	28.1777	698.538461538	360.0
10317.000030738	33.61117	662.22	385.0
10317.000017090	31.61032	626.833333333	432.0
10317.000036430	26.82658	568.731707317	328.0
10317.000017073	26.15995	497.6875	331.0
10317.000026096	32.54828	747.1	451.0
10317.000036071	23.63607	500.518518519	328.0
10317.000036919	28.41423	520.283783784	385.0
10317.000017108	17.60121	382.857142857	220.0
10317.000036105	27.72648	581.8125	349.0
10317.000026123	24.52335	472.441176471	283.0
10317.000017082	25.62973	598.466666667	360.0
10317.000026102	22.36997	523.947368421	320.0
10317.000017096	16.07423	283.78125	180.0
10317.000026108	24.08625	539.441176471	289.0
10317.000017112	15.69094	324.714285714	188.0
10317.000036920	20.85048	354.021276596	257.0
10317.000036400	26.4451	648.026315789	338.0
10317.000030764	28.87288	542.886792453	354.0
10317.000030741	27.02803	611.0	374.0
10317.000036102	31.54142	640.568965517	424.0
10317.000026103	18.6785	317.0	234.0
10317.000026109	25.80527	488.424242424	371.0
10317.000026113	23.2837	473.044776119	344.0
10317.000017360	26.63383	657.348837209	335.0
10317.000026139	26.44443	549.976470588	422.0
10317.000026125	23.32262	503.22	325.0
10317.000036109	20.01733	416.813953488	259.0
10317.000017110	27.95809	615.181818182	381.0
10317.000017103	21.48438	401.886363636	273.0
10317.000026105	16.08617	405.75	201.0
10317.000017099	24.06342	411.444444444	336.0
10317.000023392	22.54657	548.777777778	290.0
10317.000036416	20.56658	484.657894737	264.0
10317.000026126	26.12208	487.956521739	300.0
10317.000026143	13.14767	292.157894737	150.0
10317.000017118	24.20653	470.049180328	343.0
10317.000036933	17.97512	392.53125	244.0
10317.000026142	23.49566	419.553191489	292.0
10317.000017097	25.09967	539.625	348.0
10317.000017105	15.63794	237.791666667	159.0
10317.000023378	22.848	393.3125	286.0
10317.000030779	29.65257	597.472727273	397.0
10317.000023379	18.05554	399.483870968	243.0
