	PD_whole_tree	chao1	observed_otus
10317.000026122	20.90917	431.0	283.0
10317.000036082	26.01059	559.842105263	369.0
10317.000017114	18.46407	368.291666667	216.0
10317.000036078	25.58685	546.775	324.0
10317.000026114	25.02554	601.666666667	350.0
10317.000030739	22.96698	533.734693878	338.0
10317.000030746	30.37116	659.109375	432.0
10317.000036423	21.53156	471.153846154	285.0
10317.000026141	30.30394	573.788461538	392.0
10317.000036081	28.37787	528.9	348.0
10317.000036083	29.30235	506.909090909	366.0
10317.000036941	32.92245	684.25	442.0
10317.000023386	35.19199	560.375	437.0
10317.000036072	30.82679	694.886792453	401.0
10317.000036106	20.77115	481.621621622	255.0
10317.000026107	37.19228	731.090909091	487.0
10317.000030757	29.89564	619.338709677	409.0
10317.000017117	11.77976	206.0	130.0
10317.000017075	27.13964	583.212765957	358.0
10317.000017116	24.40653	539.75862069	372.0
10317.000036110	29.44704	693.098360656	408.0
10317.000026140	23.941	461.642857143	332.0
10317.000036429	35.94179	755.48	511.0
10317.000036068	27.92859	600.294117647	387.0
10317.000017071	26.30947	472.781818182	325.0
10317.000036108	26.68894	607.568965517	391.0
10317.000036100	19.1954	423.076923077	240.0
10317.000030771	16.18635	355.5	196.0
10317.000017093	24.12689	561.026315789	323.0
10317.000030774	31.89501	618.777777778	392.0
10317.000036932	23.92892	505.5	338.0
10317.000017080	29.46632	576.333333333	406.0
10317.000023387	19.07008	368.902439024	260.0
10317.000036076	25.46173	493.92	321.0
10317.000036395	21.42771	484.622222222	304.0
10317.000026110	24.38004	481.238095238	344.0
10317.000026104	27.83882	536.328125	395.0
10317.000030751	24.69151	447.489795918	309.0
10317.000030747	35.0151	682.901408451	456.0
10317.000036406	15.71217	303.24	180.0
10317.000036418	24.97753	545.784313725	355.0
10317.000023381	21.79487	478.893617021	314.0
10317.000036425	16.92932	312.037037037	195.0
10317.000036104	33.38612	732.943661972	488.0
10317.000026111	23.25787	374.636363636	271.0
10317.000036928	30.81664	555.1	411.0
10317.000017104	23.83935	486.2	329.0
10317.000017109	29.65087	627.25	399.0
10317.000030745	30.89463	829.115384615	427.0
10317.000023388	24.45424	483.909090909	343.0
10317.000026101	16.62891	374.028571429	221.0
10317.000036399	18.90081	435.5	247.0
10317.000017074	24.84338	502.769230769	344.0
10317.000030740	23.51059	427.027027027	265.0
10317.000023391	24.08329	542.557692308	339.0
10317.000017098	30.74878	620.181818182	438.0
10317.000036070	27.47117	617.666666667	395.0
10317.000036934	18.57083	365.027777778	233.0
10317.000036113	26.40273	609.8125	377.0
10317.000023382	30.41271	590.067567568	405.0
10317.000036101	25.86032	487.652173913	368.0
10317.000017089	25.80374	501.0	372.0
10317.000036111	32.26796	728.571428571	470.0
10317.000026128	37.02994	804.0	510.0
10317.000036925	28.50023	634.380952381	417.0
10317.000036417	24.30553	539.333333333	346.0
10317.000036103	34.32739	750.014285714	460.0
10317.000017086	25.54995	466.307692308	329.0
10317.000023380	25.58856	526.15	310.0
10317.000017101	34.72674	697.739130435	472.0
10317.000036085	25.37945	547.204081633	340.0
10317.000030742	31.35834	609.818181818	390.0
10317.000026094	35.88961	781.394366197	484.0
10317.000036084	25.64515	557.015873016	382.0
10317.000026106	27.73459	642.518518519	395.0
10317.000017395	26.41683	569.924242424	382.0
10317.000026138	22.80708	386.75	273.0
10317.000023385	26.27212	510.117647059	338.0
10317.000017094	30.49863	621.666666667	407.0
10317.000026135	31.36661	630.018518519	409.0
10317.000036412	26.42284	476.944444444	338.0
10317.000026130	24.14398	552.306122449	348.0
10317.000026132	26.59619	536.85	377.0
10317.000017076	25.11309	503.0	331.0
10317.000017393	27.81365	494.875	336.0
10317.000023383	26.13724	404.020833333	305.0
10317.000026098	29.07743	586.375	376.0
10317.000030738	32.6536	633.553571429	389.0
10317.000017090	31.96552	625.161764706	431.0
10317.000036430	27.212	509.701754386	339.0
10317.000017073	25.86482	498.411764706	334.0
10317.000026096	31.21365	707.049180328	440.0
10317.000036071	22.48295	437.0	314.0
10317.000036919	28.65865	578.088235294	398.0
10317.000017108	18.78027	370.5	228.0
10317.000036105	26.73157	495.622641509	330.0
10317.000026123	24.24364	429.03030303	276.0
10317.000017082	25.90796	526.467741935	365.0
10317.000026102	23.09328	471.87804878	312.0
10317.000017096	16.23332	329.285714286	175.0
10317.000026108	23.42587	451.75	285.0
10317.000017112	13.5375	271.275862069	173.0
10317.000036920	21.63175	445.9375	262.0
10317.000036400	25.57713	516.025	316.0
10317.000030764	29.5913	609.571428571	366.0
10317.000030741	26.20614	540.372881356	356.0
10317.000036102	32.70466	631.253521127	443.0
10317.000026103	18.64275	314.0	233.0
10317.000026109	26.42078	522.882352941	366.0
10317.000026113	24.64086	565.196078431	349.0
10317.000017360	27.29617	606.685185185	350.0
10317.000026139	27.01204	643.25	432.0
10317.000026125	23.23149	529.52173913	327.0
10317.000036109	20.8848	505.675675676	272.0
10317.000017110	27.188	560.226415094	374.0
10317.000017103	21.92728	384.441860465	267.0
10317.000026105	16.89	320.341463415	216.0
10317.000017099	25.86031	485.362068966	356.0
10317.000023392	21.92834	474.069767442	288.0
10317.000036416	22.02494	512.9	280.0
10317.000026126	25.31839	555.394736842	303.0
10317.000026143	14.13434	284.772727273	162.0
10317.000017118	25.20889	527.064516129	361.0
10317.000036933	17.10384	334.166666667	235.0
10317.000026142	23.32385	462.651162791	291.0
10317.000017097	24.34532	490.111111111	330.0
10317.000017105	15.16814	265.25	158.0
10317.000023378	22.62843	471.117647059	285.0
10317.000030779	30.35359	748.1875	420.0
10317.000023379	18.19331	334.071428571	245.0
