	PD_whole_tree	chao1	observed_otus
10317.000036097	23.15984	520.063829787	301.0
10317.000036947	24.37094	527.236842105	320.0
10317.000036926	28.65315	780.657894737	380.0
10317.000030743	27.91329	647.590163934	398.0
10317.000026127	27.11056	611.153846154	403.0
10317.000017111	20.96783	340.122807018	276.0
10317.000017088	26.22956	549.949152542	373.0
10317.000026122	21.44795	426.5	299.0
10317.000036082	25.99364	558.708333333	356.0
10317.000017114	19.58685	384.277777778	244.0
10317.000036078	23.91621	423.0	310.0
10317.000026114	25.78478	617.549019608	365.0
10317.000030739	23.23408	528.886792453	340.0
10317.000030746	29.94029	686.090909091	442.0
10317.000036423	22.69247	470.8	293.0
10317.000026141	31.28336	639.9375	404.0
10317.000036081	28.30365	481.948275862	344.0
10317.000036083	29.97011	514.238095238	377.0
10317.000036941	32.02425	536.418918919	416.0
10317.000023386	35.88678	620.22972973	444.0
10317.000036072	30.32791	775.222222222	397.0
10317.000036106	19.63268	366.657894737	239.0
10317.000026107	37.86606	746.029850746	492.0
10317.000030757	30.07414	662.0	407.0
10317.000017117	12.62396	222.052631579	132.0
10317.000017075	26.30008	538.0	358.0
10317.000017116	24.8218	642.95	371.0
10317.000036110	29.16499	614.130434783	401.0
10317.000026140	23.83493	504.960784314	338.0
10317.000036429	36.45338	808.810810811	529.0
10317.000036068	26.27653	523.358490566	370.0
10317.000017071	25.59787	385.568965517	295.0
10317.000036108	26.81652	641.517857143	385.0
10317.000036100	20.07884	459.23255814	252.0
10317.000030771	17.38359	403.041666667	205.0
10317.000017093	24.18837	506.568181818	316.0
10317.000030774	33.04775	663.140625	417.0
10317.000036932	24.15069	565.0	346.0
10317.000017080	29.94689	650.767857143	415.0
10317.000023387	19.50307	343.3125	258.0
10317.000036076	24.97867	543.0	333.0
10317.000036395	22.04098	561.783783784	310.0
10317.000026110	24.93071	588.303571429	364.0
10317.000026104	28.08497	497.054054054	394.0
10317.000030751	25.44085	442.509090909	317.0
10317.000030747	33.75319	688.086956522	452.0
10317.000036406	15.76138	252.933333333	177.0
10317.000036418	25.24779	505.277777778	350.0
10317.000023381	22.04885	479.458333333	318.0
10317.000036425	17.29786	306.0	192.0
10317.000036104	33.59985	711.333333333	478.0
10317.000026111	23.61283	398.071428571	273.0
10317.000036928	30.82933	556.725806452	413.0
10317.000017104	22.81709	460.518518519	317.0
10317.000017109	30.29015	629.272727273	398.0
10317.000030745	29.63928	657.092307692	412.0
10317.000023388	24.02815	554.166666667	342.0
10317.000026101	16.39498	333.15625	208.0
10317.000036399	19.06527	437.757575758	246.0
10317.000017074	24.97513	483.270833333	337.0
10317.000030740	23.22044	363.30952381	257.0
10317.000023391	23.18885	539.875	327.0
10317.000017098	30.17261	557.373333333	422.0
10317.000036070	27.07205	518.0	386.0
10317.000036934	18.70256	340.578947368	228.0
10317.000036113	28.17742	600.630769231	400.0
10317.000023382	30.6547	648.625	408.0
10317.000036101	26.25213	581.06122449	368.0
10317.000017089	25.84871	477.164383562	371.0
10317.000036111	33.77482	805.967213115	483.0
10317.000026128	37.56581	808.9	516.0
10317.000036925	28.29052	664.1	419.0
10317.000036417	24.66746	544.716981132	345.0
10317.000036103	32.84306	689.588235294	442.0
10317.000017086	25.21803	479.62	332.0
10317.000023380	25.347	480.136363636	304.0
10317.000017101	34.48288	668.041666667	459.0
10317.000036085	24.46123	543.444444444	342.0
10317.000030742	31.34905	589.892857143	393.0
10317.000026094	34.97775	751.373333333	478.0
10317.000036084	26.10882	551.524590164	378.0
10317.000026106	27.41019	553.4	395.0
10317.000017395	26.4217	552.096774194	367.0
10317.000026138	23.88922	429.926829268	289.0
10317.000023385	26.80024	523.084745763	351.0
10317.000017094	30.48871	568.338235294	404.0
10317.000026135	31.82666	657.518518519	419.0
10317.000036412	27.3665	582.578947368	341.0
10317.000026130	23.80533	531.886792453	343.0
10317.000026132	26.46523	540.85	381.0
10317.000017076	25.20349	520.073170732	328.0
10317.000017393	28.81033	526.486486486	327.0
10317.000023383	26.5166	411.0	310.0
10317.000026098	29.918	662.722222222	384.0
10317.000030738	32.99427	623.368421053	386.0
10317.000017090	31.22599	543.75	416.0
10317.000036430	27.57258	512.767857143	334.0
10317.000017073	25.94014	487.37254902	328.0
10317.000026096	32.74029	717.567164179	458.0
10317.000036071	23.09713	452.288461538	308.0
10317.000036919	28.72907	577.217391304	402.0
10317.000017108	18.51522	400.785714286	224.0
10317.000036105	26.34362	574.272727273	337.0
10317.000026123	25.70253	485.756756757	296.0
10317.000017082	26.46321	634.6875	373.0
10317.000026102	21.8344	423.936170213	301.0
10317.000017096	15.22955	334.833333333	168.0
10317.000026108	22.42502	430.763157895	273.0
10317.000017112	15.03009	290.129032258	183.0
10317.000036920	21.10182	401.083333333	258.0
10317.000036400	25.26989	515.0	323.0
10317.000030764	28.91531	531.358490566	353.0
10317.000030741	27.55843	580.630769231	375.0
10317.000036102	33.07713	601.128205128	436.0
10317.000026103	18.28064	313.071428571	234.0
10317.000026109	26.71233	558.591836735	374.0
10317.000026113	23.68613	486.344827586	335.0
10317.000017360	27.30507	666.0	332.0
10317.000026139	28.48085	623.346153846	437.0
10317.000026125	22.80723	517.595744681	328.0
10317.000036109	20.39583	507.527777778	271.0
10317.000017110	27.12968	589.903846154	375.0
10317.000017103	22.51939	471.181818182	276.0
10317.000026105	16.0055	324.675675676	214.0
10317.000017099	25.96724	441.884057971	355.0
10317.000023392	22.61569	528.534883721	299.0
10317.000036416	20.93385	467.568181818	277.0
10317.000026126	25.27673	457.37254902	298.0
10317.000026143	13.59788	261.777777778	159.0
10317.000017118	24.21459	432.092307692	333.0
10317.000036933	18.30376	392.03030303	248.0
10317.000026142	23.92678	461.5	304.0
10317.000017097	24.38355	525.529411765	332.0
10317.000017105	15.4346	295.1875	157.0
10317.000023378	22.14873	431.357142857	286.0
10317.000030779	29.59575	622.903846154	408.0
10317.000023379	17.48128	379.028571429	246.0
