	PD_whole_tree	chao1	observed_otus
10317.000036398	31.05753	553.075949367	402.0
10317.000036943	28.05471	591.881355932	405.0
10317.000036394	27.90155	636.0	399.0
10317.000036112	20.73221	363.8	228.0
10317.000036099	31.98373	718.4	465.0
10317.000026136	32.59499	579.394366197	422.0
10317.000036927	26.86394	554.631578947	379.0
10317.000036107	31.39485	660.9	423.0
10317.000030736	28.38031	659.1	414.0
10317.000036428	27.44171	510.769230769	352.0
10317.000023389	19.34265	415.818181818	272.0
10317.000030750	20.24709	450.823529412	268.0
10317.000026119	40.60092	885.5	580.0
10317.000036080	30.43336	595.868421053	420.0
10317.000017081	16.8258	321.0	201.0
10317.000017119	19.49364	403.818181818	260.0
10317.000036075	28.14496	585.472727273	385.0
10317.000026133	27.3363	524.590909091	353.0
10317.000026120	29.90704	632.015873016	404.0
10317.000030744	24.47367	523.446808511	331.0
10317.000017079	22.39028	376.02	273.0
10317.000036097	23.41292	684.117647059	310.0
10317.000036947	25.71116	509.12244898	338.0
10317.000036926	28.90452	550.666666667	378.0
10317.000030743	28.26522	763.529411765	404.0
10317.000026127	27.42681	611.666666667	397.0
10317.000017111	20.86167	333.580645161	276.0
10317.000017088	28.06809	638.175438596	395.0
10317.000026122	20.54499	441.333333333	280.0
10317.000036082	25.79341	611.428571429	371.0
10317.000017114	18.91802	383.59375	232.0
10317.000036078	24.55732	450.264150943	311.0
10317.000026114	24.54534	566.903846154	352.0
10317.000030739	22.75015	544.488372093	331.0
10317.000030746	30.10851	645.561643836	437.0
10317.000036423	21.66181	532.823529412	290.0
10317.000026141	30.46595	576.6	392.0
10317.000036081	28.43661	511.018181818	349.0
10317.000036083	30.56455	608.0	376.0
10317.000036941	33.30149	633.692307692	438.0
10317.000023386	35.30689	642.538461538	454.0
10317.000036072	28.64048	624.590909091	374.0
10317.000036106	20.08515	400.085714286	235.0
10317.000026107	36.41238	639.185185185	488.0
10317.000030757	31.17421	643.014285714	428.0
10317.000017117	13.04215	216.565217391	137.0
10317.000017075	26.43823	457.147058824	345.0
10317.000017116	24.43764	558.881355932	377.0
10317.000036110	28.41358	621.175438596	378.0
10317.000026140	24.77833	483.93220339	344.0
10317.000036429	35.38009	750.53164557	516.0
10317.000036068	26.71015	565.5	366.0
10317.000017071	26.33293	475.733333333	309.0
10317.000036108	26.05979	629.607142857	388.0
10317.000036100	19.31881	438.108695652	253.0
10317.000030771	17.26317	338.034482759	203.0
10317.000017093	24.50359	500.222222222	311.0
10317.000030774	32.49546	650.175438596	407.0
10317.000036932	24.34878	550.520833333	339.0
10317.000017080	29.6264	571.092307692	406.0
10317.000023387	18.32401	379.923076923	253.0
10317.000036076	24.38796	458.962264151	308.0
10317.000036395	21.50226	525.571428571	307.0
10317.000026110	24.98765	556.318181818	366.0
10317.000026104	27.6616	551.693548387	397.0
10317.000030751	25.26314	410.916666667	311.0
10317.000030747	35.97086	711.577464789	464.0
10317.000036406	15.91438	265.260869565	172.0
10317.000036418	26.70852	570.181818182	367.0
10317.000023381	21.81775	521.565217391	322.0
10317.000036425	17.89423	302.555555556	197.0
10317.000036104	34.13801	793.089552239	502.0
10317.000026111	23.39096	333.625	261.0
10317.000036928	30.82933	563.75	413.0
10317.000017104	23.52191	489.775510204	316.0
10317.000017109	29.20745	597.716666667	391.0
10317.000030745	29.40136	620.448275862	390.0
10317.000023388	24.94227	551.918367347	359.0
10317.000026101	14.8875	292.0	202.0
10317.000036399	18.1947	428.275862069	240.0
10317.000017074	24.9198	471.058823529	338.0
10317.000030740	22.72082	427.025	266.0
10317.000023391	23.63813	466.096774194	335.0
10317.000017098	31.42433	608.272727273	441.0
10317.000036070	27.70679	602.524590164	394.0
10317.000036934	18.1953	368.692307692	234.0
10317.000036113	27.41563	616.068965517	394.0
10317.000023382	29.71562	653.846153846	406.0
10317.000036101	26.78471	554.918032787	379.0
10317.000017089	26.55791	563.486486486	398.0
10317.000036111	33.67803	782.633802817	491.0
10317.000026128	37.25638	826.5	513.0
10317.000036925	26.97612	583.454545455	391.0
10317.000036417	23.76869	587.227272727	340.0
10317.000036103	34.08569	708.681818182	448.0
10317.000017086	25.93314	470.444444444	336.0
10317.000023380	25.25347	518.0	303.0
10317.000017101	35.31982	697.058823529	468.0
10317.000036085	26.15441	563.52	343.0
10317.000030742	30.90573	623.611111111	391.0
10317.000026094	34.73676	772.089552239	481.0
10317.000036084	25.80307	663.3125	378.0
10317.000026106	30.0155	630.246153846	417.0
10317.000017395	26.49939	602.0	372.0
10317.000026138	24.17908	463.117647059	290.0
10317.000023385	26.94359	491.064516129	343.0
10317.000017094	31.19966	639.424242424	414.0
10317.000026135	31.16958	560.01369863	417.0
10317.000036412	25.8039	446.538461538	327.0
10317.000026130	23.78086	600.645833333	352.0
10317.000026132	25.97456	516.887096774	371.0
10317.000017076	26.1886	494.773584906	339.0
10317.000017393	29.00345	469.622222222	329.0
10317.000023383	27.27335	414.948275862	319.0
10317.000026098	29.22037	629.175438596	386.0
10317.000030738	33.14426	569.472727273	369.0
10317.000017090	30.82563	632.741935484	425.0
10317.000036430	27.24905	506.117647059	334.0
10317.000017073	27.13508	608.170731707	350.0
10317.000026096	32.19369	705.588235294	458.0
10317.000036071	23.18303	471.684210526	320.0
10317.000036919	29.0996	588.246153846	395.0
10317.000017108	18.5646	379.529411765	231.0
10317.000036105	26.99752	553.5	336.0
10317.000026123	24.75843	415.0	285.0
10317.000017082	25.66842	570.5625	347.0
10317.000026102	22.14782	488.6	311.0
10317.000017096	15.89082	305.6	176.0
10317.000026108	23.41708	474.228571429	277.0
10317.000017112	14.92361	326.206896552	185.0
10317.000036920	20.2879	322.142857143	251.0
10317.000036400	24.77319	439.654545455	312.0
10317.000030764	28.72411	604.022222222	359.0
10317.000030741	27.36797	559.444444444	370.0
10317.000036102	33.34018	710.808219178	457.0
10317.000026103	18.39687	277.5	225.0
10317.000026109	27.4334	594.642857143	387.0
10317.000026113	23.16239	458.169491525	331.0
10317.000017360	27.88092	676.227272727	342.0
10317.000026139	27.04438	583.971014493	411.0
10317.000026125	23.39076	510.142857143	331.0
10317.000036109	19.72474	422.076923077	254.0
10317.000017110	27.23764	558.878787879	385.0
10317.000017103	22.31981	395.608695652	270.0
10317.000026105	16.30077	351.894736842	219.0
10317.000017099	26.57312	481.048387097	362.0
10317.000023392	22.37206	478.0	274.0
10317.000036416	20.77072	508.243243243	271.0
10317.000026126	26.00303	509.306122449	305.0
10317.000026143	13.551	313.235294118	150.0
10317.000017118	25.2377	522.288135593	355.0
10317.000036933	17.99292	388.236842105	250.0
10317.000026142	23.70451	420.142857143	291.0
10317.000017097	24.31989	457.015625	332.0
10317.000017105	15.29975	243.217391304	161.0
10317.000023378	22.77807	454.357142857	290.0
10317.000030779	30.55039	549.085714286	402.0
10317.000023379	17.44604	367.657894737	240.0
